00,-51.00,4.00,-0.43,1.22,-0.85,-0.46,-1.07,156.53,0.02,-0.01,1.02,2.38,-3.30,-3.72
-0.46,-1.07,156.53,-0.12,0.00,1.09,87.00,-57.00,5.00,-0.43,1.22,-0.85,-0.45,-0.99,156.50,0.02,-0.01,1.02,2.38,-3.30,-3.78
-0.46,-1.07,156.53,-0.12,0.00,1.09,87.00,-57.00,5.00,-0.43,1.22,-0.85,-0.48,-1.12,156.46,0.02,-0.01,1.02,2.44,-3.23,-3.72
-0.48,-1.12,156.46,-0.13,0.00,1.09,82.00,-54.00,8.00,-0.43,1.22,-0.85,-0.45,-1.04,156.43,0.02,-0.01,1.02,2.38,-3.30,-3.78
-0.48,-1.12,156.46,-0.13,0.00,1.09,82.00,-54.00,8.00,-0.43,1.22,-0.85,-0.47,-0.97,156.39,0.02,-0.01,1.02,2.38,-3.30,-3.78
-0.47,-0.97,156.39,-0.12,0.00,1.09,84.00,-51.00,6.00,-0.43,1.22,-0.85,-0.47,-1.11,156.36,0.02,-0.01,1.02,2.38,-3.23,-3.78
-0.47,-0.97,156.39,-0.12,0.00,1.09,84.00,-51.00,6.00,-0.43,1.22,-0.85,-0.47,-1.11,156.36,0.02,-0.01,1.02,2.38,-3.23,-3.78
-0.47,-1.11,156.36,-0.12,0.00,1.09,65.00,-62.00,9.00,-0.43,1.21,-0.85,-0.38,-1.05,156.32,0.02,-0.01,1.02,2.44,-3.30,-3.78
-0.47,-1.11,156.36,-0.12,0.00,1.09,65.00,-62.00,9.00,-0.43,1.21,-0.85,-0.45,-1.03,156.28,0.02,-0.01,1.02,2.44,-3.30,-3.78
-0.45,-1.03,156.28,-0.12,0.00,1.09,96.00,-64.00,3.00,-0.43,1.21,-0.85,-0.53,-1.05,156.25,0.02,-0.01,1.02,2.44,-3.23,-3.78
-0.45,-1.03,156.28,-0.12,0.00,1.09,96.00,-64.00,3.00,-0.43,1.21,-0.85,-0.41,-1.02,156.21,0.02,-0.01,1.02,2.44,-3.23,-3.78
-0.41,-1.02,156.21,-0.12,0.00,1.09,80.00,-57.00,7.00,-0.43,1.21,-0.85,-0.50,-1.05,156.18,0.02,-0.01,1.02,2.38,-3.17,-3.85
-0.41,-1.02,156.21,-0.12,0.00,1.09,80.00,-57.00,7.00,-0.43,1.21,-0.85,-0.50,-1.05,156.18,0.02,-0.01,1.02,2.38,-3.17,-3.85
-0.41,-1.02,156.21,-0.12,0.00,1.09,80.00,-57.00,7.00,-0.43,1.21,-0.85,-0.37,-1.06,156.14,0.02,-0.01,1.02,2.44,-3.30,-3.78
-0.37,-1.06,156.14,-0.12,0.00,1.09,90.00,-63.00,6.00,-0.43,1.21,-0.85,-0.41,-1.01,156.10,0.02,-0.01,1.02,2.38,-3.23,-3.72
-0.37,-1.06,156.14,-0.12,0.00,1.09,90.00,-63.00,6.00,-0.43,1.21,-0.85,-0.41,-1.01,156.10,0.02,-0.01,1.02,2.38,-3.23,-3.72
-0.41,-1.01,156.10,-0.12,0.00,1.09,75.00,-68.00,8.00,-0.43,1.21,-0.85,-0.43,-0.94,156.07,0.02,-0.01,1.02,2.38,-3.17,-3.72
