-0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -54.98, -286.72, 61.45, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.09, -54.98, -286.72, 61.45, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.09, -54.98, -286.72, 61.45, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.09, -55.09, -286.72, 61.93, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.08, -56.46, -286.72, 62.03, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.08, -56.46, -286.72, 62.03, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.08, -56.46, -286.72, 62.03, -0.54, -0.21, 0.04, 

-0.03, -0.04, 1.08, -54.53, -286.72, 61.94, -0.54, -0.21, 0.04, 

-0.03, -0.04, 1.09, -55.69, -286.72, 62.31, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -55.69, -286.72, 62.31, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -55.69, -286.72, 62.31, -0.53, -0.21, 0.03, 

-0.02, -0.04, 1.09, -54.75, -286.72, 61.86, -0.54, -0.21, 0.04, 

-0.03, -0.04, 1.09, -53.96, -286.72, 61.70, -0.54, -0.21, 0.04, 

-0.03, -0.04, 1.09, -53.96, -286.72, 61.70, -0.54, -0.21, 0.04, 

-0.03, -0.04, 1.09, -53.96, -286.72, 61.70, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.08, -56.56, -286.72, 62.17, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.08, -55.59, -286.72, 61.19, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.08, -55.59, -286.72, 61.19, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.08, -55.59, -286.72, 61.19, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.14, -51.93, -286.72, 61.02, -0.53, -0.21, 0.02, 

-0.03, -0.04, -0.01, -56.71, -286.72, 62.67, -0.53, -0.21, 0.02, 

-0.03, -0.04, -0.01, -56.71, -286.72, 62.67, -0.53, -0.21, 0.03, 

-0.03, -0.04, -0.01, -56.71, -286.72, 62.67, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.10, -55.90, -286.72, 62.34, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.07, -54.15, -286.72, 61.56, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.07, -54.15, -286.72, 61.56, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.07, -54.15, -286.72, 61.56, -0.53, -0.20, 0.03, 

-0.03, -0.04, 1.06, -53.91, -286.72, 61.50, -0.53, -0.20, 0.03, 

-0.03, -0.04, 1.08, -53.96, -286.72, 61.38, -0.53, -0.20, 0.04, 

-0.03, -0.04, 1.08, -53.96, -286.72, 61.38, -0.53, -0.20, 0.04, 

-0.03, -0.04, 1.08, -53.96, -286.72, 61.38, -0.53, -0.20, 0.04, 

-0.03, -0.04, 1.12, -56.36, -286.72, 62.41, -0.53, -0.20, 0.04, 

-0.01, -0.00, -0.00, -55.19, -286.72, 61.49, -0.53, -0.20, 0.04, 

-0.01, -0.00, -0.00, -55.19, -286.72, 61.49, -0.53, -0.20, 0.04, 

-0.01, -0.00, -0.00, -55.19, -286.72, 61.49, -0.53, -0.21, 0.04, 

-0.02, -0.04, 1.09, -56.26, -286.72, 61.96, -0.53, -0.21, 0.04, 

-0.03, -0.04, 1.08, -55.54, -286.72, 62.35, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.08, -55.54, -286.72, 62.35, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.08, -55.54, -286.72, 62.35, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.07, -55.83, -286.72, 62.13, -0.53, -0.20, 0.03, 

-0.02, -0.00, -0.00, -57.30, -286.72, 62.87, -0.53, -0.20, 0.03, 

-0.02, -0.00, -0.00, -57.30, -286.72, 62.87, -0.53, -0.21, 0.03, 

-0.02, -0.00, -0.00, -57.30, -286.72, 62.87, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.10, -56.48, -286.72, 62.70, -0.53, -0.21, 0.03, 

-0.02, -0.04, 1.10, -56.84, -286.72, 62.19, -0.53, -0.21, 0.03, 

-0.02, -0.04, 1.10, -56.84, -286.72, 62.19, -0.53, -0.21, 0.03, 

-0.02, -0.04, 1.10, -56.84, -286.72, 62.19, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.10, -54.99, -286.72, 61.94, -0.53, -0.21, 0.03, 

-0.03, -0.01, -0.00, -55.43, -286.72, 62.26, -0.54, -0.20, 0.03, 

-0.03, -0.01, -0.00, -55.43, -286.72, 62.26, -0.54, -0.20, 0.03, 

-0.03, -0.04, 1.09, -55.43, -286.72, 62.26, -0.54, -0.20, 0.03, 

-0.03, -0.04, 1.09, -54.13, -286.72, 61.37, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.09, -54.13, -286.72, 61.37, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.09, -54.13, -286.72, 61.37, -0.54, -0.21, 0.03, 

-0.03, -0.04, 1.09, -54.13, -286.72, 61.37, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.10, -55.11, -286.72, 61.82, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.09, -55.96, -286.72, 62.06, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -55.96, -286.72, 62.06, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -55.96, -286.72, 62.06, -0.53, -0.21, 0.03, 

-0.03, -0.04, 1.09, -53.12, -286.72, 60.65, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.09, -56.29, -286.72, 62.32, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.09, -56.29, -286.72, 62.32, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.09, -56.29, -286.72, 62.32, -0.54, -0.20, 0.04, 

-0.03, -0.04, 1.09, -55.62, -286.72, 61.14, -0.54, -0.20, 0.04, 

