-0.01,-0.04,1.09,1.46,-0.74,-1.60,-0.26,-0.35,-0.19,6.47,6.47,3.17,2.14,-3.17,-3.91
-0.01,-0.04,1.09,1.41,-0.97,-1.54,-0.25,-0.35,-0.19,6.47,6.47,1.95,2.20,-3.17,-3.91
-0.01,-0.04,1.09,1.36,-0.93,-1.59,-0.26,-0.35,-0.19,6.10,6.10,4.03,2.14,-3.23,-3.91
-0.01,-0.04,1.09,1.44,-0.84,-1.58,-0.25,-0.35,-0.19,6.35,6.35,2.81,2.08,-3.30,-3.91
-0.01,-0.04,1.09,1.42,-0.75,-1.50,-0.25,-0.35,-0.19,6.23,6.23,2.93,2.01,-3.23,-3.91
-0.01,-0.04,1.09,1.64,-0.91,-1.49,-0.25,-0.35,-0.19,8.18,8.18,3.17,2.20,-3.23,-3.85
-0.01,-0.04,1.09,1.45,-0.87,-1.72,-0.25,-0.35,-0.20,7.57,7.57,3.30,2.14,-3.17,-3.91
-0.01,-0.05,1.09,1.72,-0.95,-1.49,-0.26,-0.35,-0.19,7.20,7.20,3.05,2.20,-3.11,-3.85
-0.01,-0.04,1.09,1.56,-0.92,-1.40,-0.25,-0.35,-0.19,7.32,7.32,3.91,2.26,-3.23,-3.91
-0.01,-0.05,1.09,1.77,-0.93,-1.66,-0.25,-0.35,-0.20,6.71,6.71,2.08,2.20,-3.11,-3.91
-0.01,-0.04,1.09,1.56,-0.73,-1.53,-0.25,-0.35,-0.20,8.30,8.30,0.98,2.20,-3.23,-3.97
-0.01,-0.05,1.09,1.76,-0.81,-1.43,-0.25,-0.35,-0.19,6.10,6.10,2.08,2.26,-3.17,-3.91
-0.01,-0.04,1.09,1.72,-0.89,-1.25,-0.26,-0.35,-0.19,9.03,9.03,0.12,2.38,-3.17,-3.97
-0.01,-0.04,1.09,1.89,-0.72,-1.44,-0.25,-0.35,-0.19,6.47,6.47,0.49,2.50,-3.05,-3.91
-0.01,-0.05,1.08,1.86,-1.07,-1.51,-0.25,-0.35,-0.20,5.98,5.98,0.24,2.44,-2.99,-3.91
-0.01,-0.04,1.13,0.71,-0.19,-1.58,-0.25,-0.35,-0.19,10.74,10.74,1.71,1.53,-3.60,-3.91
-0.01,-0.06,1.08,2.15,-1.04,-1.37,-0.26,-0.35,-0.19,7.57,7.57,12.45,2.44,-3.11,-3.78
-0.01,-0.05,1.07,1.46,-0.63,-1.66,-0.25,-0.35,-0.19,8.67,8.67,11.11,2.38,-3.17,-3.85
-0.01,-0.05,1.07,2.10,-1.04,-1.37,-0.25,-0.35,-0.19,9.77,9.77,7.57,2.44,-3.23,-3.85
-0.01,-0.04,1.10,0.71,-0.68,-1.52,-0.25,-0.35,-0.19,7.93,7.93,5.74,1.71,-3.30,-3.91
-0.01,-0.04,1.12,0.94,-0.73,-1.44,-0.25,-0.35,-0.19,6.71,6.71,2.20,1.53,-3.17,-3.78
-0.01,-0.04,1.11,1.77,-1.00,-1.39,-0.25,-0.35,-0.19,6.96,6.96,-1.83,1.65,-3.23,-3.85
-0.01,-0.04,1.07,1.87,-0.85,-1.50,-0.26,-0.35,-0.19,7.45,7.45,0.73,2.56,-3.05,-3.85
-0.01,-0.04,1.07,1.60,-0.94,-1.55,-0.26,-0.35,-0.19,7.69,7.69,2.08,2.14,-3.23,-3.91
-0.01,-0.04,1.09,0.87,-0.73,-1.62,-0.25,-0.35,-0.19,6.10,6.10,3.54,2.01,-3.17,-3.97
-0.01,-0.04,1.12,1.23,-0.59,-1.64,-0.25,-0.35,-0.19,7.81,7.81,-0.61,1.71,-3.30,-3.97
-0.01,-0.05,1.09,2.17,-1.18,-1.54,-0.26,-0.35,-0.19,6.59,6.59,2.56,2.44,-2.99,-3.91
-0.01,-0.04,1.09,1.78,-0.67,-1.73,-0.26,-0.34,-0.18,6.96,6.96,5.74,2.62,-3.05,-3.91
-0.01,-0.05,1.08,1.76,-1.23,-1.61,-0.25,-0.35,-0.19,6.47,6.47,6.10,2.26,-3.11,-3.91
-0.01,-0.04,1.10,0.70,-0.73,-1.82,-0.25,-0.34,-0.19,6.96,6.96,4.64,1.83,-3.30,-3.91
-0.01,-0.04,1.10,1.73,-0.81,-1.62,-0.25,-0.35,-0.19,8.79,8.79,1.34,1.77,-3.36,-3.97
-0.01,-0.05,1.09,1.75,-1.08,-1.72,-0.25,-0.35,-0.19,7.69,7.69,4.03,2.50,-2.99,-3.91
-0.01,-0.04,1.08,1.77,-1.16,-1.80,-0.25,-0.35,-0.19,7.08,7.08,3.17,2.26,-3.11,-3.85
-0.01,-0.05,1.08,1.23,-0.60,-1.64,-0.25,-0.35,-0.19,5.49,5.49,4.88,2.14,-3.11,-3.85
-0.01,-0.05,1.11,1.05,-0.68,-1.71,-0.25,-0.34,-0.19,8.30,8.30,4.27,1.65,-3.36,-3.97
-0.01,-0.05,1.09,1.45,-1.01,-1.54,-0.25,-0.35,-0.19,6.35,6.35,3.42,1.95,-3.17,-3.85
-0.01,-0.04,1.09,1.49,-0.90,-1.62,-0.25,-0.35,-0.19,7.45,7.45,3.66,1.95,-3.23,-3.85
-0.01,-0.05,1.08,1.36,-0.91,-1.64,-0.25,-0.35,-0.19,8.30,8.30,4.15,2.08,-3.17,-3.91
-0.01,-0.04,1.09,0.94,-0.78,-1.56,-0.25,-0.35,-0.19,6.96,6.96,3.30,1.71,-3.30,-3.97
-0.01,-0.04,1.10,1.29,-1.00,-1.52,-0.25,-0.35,-0.19,5.98,5.98,2.08,1.89,-3.23,-3.91
-0.01,-0.04,1.10,1.59,-0.61,-1.61,-0.25,-0.35,-0.19,7.93,7.93,1.10,2.01,-3.23,-3.85
-0.01,-0.05,1.08,1.66,-1.14,-1.72,-0.25,-0.35,-0.19,6.10,6.10,2.93,2.26,-3.11,-3.91
-0.01,-0.04,1.09,1.37,-0.96,-1.58,-0.25,-0.35,-0.19,8.06,8.06,2.69,2.01,-3.30,-4.03
-0.01,-0.05,1.09,1.33,-0.88,-1.64,-0.25,-0.35,-0.19,7.20,7.20,3.42,2.01,-3.17,-4.03
-0.01,-0.05,1.09,1.23,-0.74,-1.64,-0.25,-0.35,-0.19,7.08,7.08,4.03,2.01,-3.36,-3.97
-0.01,-0.05,1.10,1.29,-0.87,-1.73,-0.25,-0.35,-0.19,7.32,7.32,3.66,2.01,-3.17,-3.85
-0.01,-0.04,1.09,1.30,-0.86,-1.78,-0.25,-0.35,-0.19,7.69,7.69,3.05,2.01,-3.23,-3.91
-0.01,-0.04,1.09,1.50,-0.92,-1.76,-0.25,-0.35,-0.19,7.20,7.20,2.56,2.14,-3.23,-3.91
-0.01,-0.05,1.09,1.55,-0.74,-1.40,-0.25,-0.35,-0.19,7.69,7.69,3.17,2.14,-3.17,-3.91
-0.01,-0.04,1.10,1.63,-0.52,-1.57,-0.25,-0.35,-0.19,7.69,7.69,1.22,2.08,-3.23,-3.91
-0.01,-0.04,1.09,1.57,-1.04,-1.64,-0.25,-0.35,-0.19,6.23,6.23,1.59,2.08,-3.17,-3.97
-0.01,-0.04,1.10,1.66,-0.83,-1.64,-0.25,-0.35,-0.19,6.96,6.96,1.95,2.08,-3.17,-3.91
-0.01,-0.05,1.09,1.60,-0.92,-1.61,-0.25,-0.35,-0.20,6.59,6.59,3.66,2.20,-3.17,-3.85
-0.01,-0.04,1.09,1.54,-0.82,-1.35,-0.25,-0.35,-0.20,7.20,7.20,3.05,2.20,-3.11,-3.91
-0.01,-0.05,1.08,1.61,-0.74,-1.58,-0.25,-0.35,-0.19,7.45,7.45,5.13,2.14,-3.11,-3.91
-0.01,-0.05,1.09,1.29,-0.62,-1.44,-0.25,-0.35,-0.19,8.18,8.18,4.76,2.01,-3.17,-3.91
-0.01,-0.05,1.09,1.33,-0.94,-1.43,-0.25,-0.35,-0.19,6.84,6.84,5.25,2.01,-3.23,-3.85
-0.01,-0.05,1.09,1.56,-1.11,-1.66,-0.25,-0.35,-0.19,7.93,7.93,3.42,2.08,-3.11,-3.85
-0.01,-0.04,1.09,1.58,-1.00,-1.68,-0.25,-0.35,-0.19,6.35,6.35,3.42,2.14,-3.17,-3.91
-0.01,-0.04,1.09,1.50,-0.89,-1.50,-0.25,-0.35,-0.19,7.57,7.57,1.46,2.14,-3.17,-3.85
-0.01,-0.04,1.09,1.44,-1.03,-1.56,-0.25,-0.35,-0.19,5.74,5.74,-0.24,2.08,-3.11,-3.85
-0.01,-0.04,1.09,1.59,-0.84,-1.50,-0.25,-0.35,-0.19,6.84,6.84,-0.12,2.20,-3.17,-4.03
-0.01,-0.04,1.09,1.89,-1.15,-1.75,-0.25,-0.35,-0.19,7.20,7.20,-1.10,2.32,-3.05,-3.97
-0.01,-0.04,1.09,1.91,-1.08,-1.80,-0.25,-0.35,-0.19,6.84,6.84,0.98,2.38,-3.05,-3.91
-0.01,-0.04,1.09,1.86,-1.01,-1.68,-0.26,-0.35,-0.19,7.08,7.08,4.15,2.38,-3.17,-3.97
-0.01,-0.05,1.09,1.42,-0.72,-1.71,-0.26,-0.35,-0.19,7.32,7.32,4.76,2.20,-3.17,-3.97
-0.01,-0.05,1.10,1.53,-0.87,-1.64,-0.25,-0.35,-0.19,8.79,8.79,5.98,2.01,-3.30,-3.97
-0.01,-0.05,1.09,1.71,-1.01,-1.81,-0.25,-0.35,-0.19,8.67,8.67,7.81,2.14,-3.17,-3.91
-0.01,-0.05,1.09,1.47,-0.77,-1.62,-0.25,-0.35,-0.20,6.35,6.35,10.01,2.32,-3.17,-3.85
-0.01,-0.03,1.09,1.49,-0.81,-1.68,-0.25,-0.35,-0.20,7.32,7.32,5.37,2.08,-3.17,-3.85
-0.01,-0.05,1.09,1.23,-0.85,-1.50,-0.26,-0.35,-0.19,7.32,7.32,3.42,2.01,-3.17,-3.85
